Node,X,Y,Z
731,105.000000,35.000000,19.500000
732,115.000000,35.000000,19.500000
733,125.000000,35.000000,19.500000
734,135.000000,35.000000,19.500000
735,145.000000,35.000000,19.500000
736,155.000000,35.000000,19.500000
737,165.000000,35.000000,19.500000
738,175.000000,35.000000,19.500000
739,185.000000,35.000000,19.500000
740,195.000000,35.000000,19.500000
741,5.000000,25.000000,19.500000
742,15.000000,25.000000,19.500000
743,25.000000,25.000000,19.500000
744,35.000000,25.000000,19.500000
745,45.000000,25.000000,19.500000
746,55.000000,25.000000,19.500000
747,65.000000,25.000000,19.500000
748,75.000000,25.000000,19.500000
749,85.000000,25.000000,19.500000
750,95.000000,25.000000,19.500000
751,105.000000,25.000000,19.500000
752,115.000000,25.000000,19.500000
753,125.000000,25.000000,19.500000
754,135.000000,25.000000,19.500000
755,145.000000,25.000000,19.500000
756,155.000000,25.000000,19.500000
757,165.000000,25.000000,19.500000
758,175.000000,25.000000,19.500000
759,185.000000,25.000000,19.500000
760,195.000000,25.000000,19.500000
761,5.000000,15.000000,19.500000
762,15.000000,15.000000,19.500000
763,25.000000,15.000000,19.500000
764,35.000000,15.000000,19.500000
765,45.000000,15.000000,19.500000
766,55.000000,15.000000,19.500000
767,65.000000,15.000000,19.500000
768,75.000000,15.000000,19.500000
769,85.000000,15.000000,19.500000
770,95.000000,15.000000,19.500000
771,105.000000,15.000000,19.500000
772,115.000000,15.000000,19.500000
773,125.000000,15.000000,19.500000
774,135.000000,15.000000,19.500000
775,145.000000,15.000000,19.500000
776,155.000000,15.000000,19.500000
777,165.000000,15.000000,19.500000
778,175.000000,15.000000,19.500000
779,185.000000,15.000000,19.500000
780,195.000000,15.000000,19.500000
781,5.000000,5.000000,19.500000
782,15.000000,5.000000,19.500000
783,25.000000,5.000000,19.500000
784,35.000000,5.000000,19.500000
785,45.000000,5.000000,19.500000
786,55.000000,5.000000,19.500000
787,65.000000,5.000000,19.500000
788,75.000000,5.000000,19.500000
789,85.000000,5.000000,19.500000
790,95.000000,5.000000,19.500000
791,105.000000,5.000000,19.500000
792,115.000000,5.000000,19.500000
793,125.000000,5.000000,19.500000
794,135.000000,5.000000,19.500000
795,145.000000,5.000000,19.500000
796,155.000000,5.000000,19.500000
797,165.000000,5.000000,19.500000
798,175.000000,5.000000,19.500000
799,185.000000,5.000000,19.500000
800,195.000000,5.000000,19.500000
801,5.000000,195.000000,9.500000
802,15.000000,195.000000,9.500000
803,25.000000,195.000000,9.500000
804,35.000000,195.000000,9.500000
805,45.000000,195.000000,9.500000
806,55.000000,195.000000,9.500000
807,65.000000,195.000000,9.500000
808,75.000000,195.000000,9.500000
809,85.000000,195.000000,9.500000
810,95.000000,195.000000,9.500000
811,105.000000,195.000000,9.500000
812,115.000000,195.000000,9.500000
813,125.000000,195.000000,9.500000
814,135.000000,195.000000,9.500000
815,145.000000,195.000000,9.500000
816,155.000000,195.000000,9.500000
817,165.000000,195.000000,9.500000
818,175.000000,195.000000,9.500000
819,185.000000,195.000000,9.500000
820,195.000000,195.000000,9.500000
